,page,country,rev_id,quality,Population
26782,Logi Már Einarsson,Iceland,804156184,Start,368000
26783,Guðlaugur Þór Þórðarson,Iceland,804287166,Start,368000
26784,Sóley Tómasdóttir,Iceland,804327526,Start,368000
26785,Guðrún Lárusdóttir,Iceland,804371359,Start,368000
26786,Benedikt Ásgeirsson,Iceland,804521881,Stub,368000
26787,Guðmundur Steingrímsson,Iceland,804568742,Stub,368000
26788,Bjarni Benediktsson (born 1908),Iceland,804729383,Start,368000
26789,Birgir Ármannsson,Iceland,804816411,Stub,368000
26790,Birgitta Jónsdóttir,Iceland,804816592,C,368000
26791,Birkir Jón Jónsson,Iceland,804845760,Stub,368000
26792,Bjarni Harðarson,Iceland,804910177,Start,368000
26793,Björn Valur Gíslason,Iceland,804912372,Stub,368000
26794,Björt Ólafsdóttir,Iceland,804912747,Stub,368000
26795,Geir Haarde,Iceland,804968838,C,368000
26796,Albert Guðmundsson,Iceland,805116924,Start,368000
26797,Sigmundur Davíð Gunnlaugsson,Iceland,805340570,GA,368000
26798,Sigurður Ingi Jóhannsson,Iceland,805608229,Start,368000
26799,Bjarni Benediktsson (born 1970),Iceland,805614323,C,368000
26800,Vigdís Finnbogadóttir,Iceland,805850571,C,368000
26801,Smiður Andrésson,Iceland,805970596,Stub,368000
26802,Steingrímur J. Sigfússon,Iceland,805978724,Start,368000
26803,Árni Páll Árnason,Iceland,806314914,Start,368000
26804,Willum Þór Þórsson,Iceland,806714631,Start,368000
26805,Gunnar Bragi Sveinsson,Iceland,806854428,Stub,368000
26806,Þorgerður Katrín Gunnarsdóttir,Iceland,806911597,Start,368000
26807,Guðrún Helgadóttir,Iceland,807213249,Stub,368000
26808,Heiða Kristín Helgadóttir,Iceland,807398224,Stub,368000
26809,Wusu Sannoh,Sierra Leone,669571173,Stub,7977000
26810,Minkailu Bah,Sierra Leone,701745522,Stub,7977000
26811,Solomon Musa,Sierra Leone,706115246,Start,7977000
26812,Thaimu Bangura,Sierra Leone,708038038,Stub,7977000
26813,Moinina Fofana,Sierra Leone,708070605,Start,7977000
26814,John Karimu,Sierra Leone,708106242,Stub,7977000
26815,Momodu Munu,Sierra Leone,708243907,Stub,7977000
26816,Peter Vandy,Sierra Leone,708613015,Stub,7977000
26817,Mike Lamin,Sierra Leone,708613090,Stub,7977000
26818,Edward Kargbo,Sierra Leone,709494367,Stub,7977000
26819,Ibrahim Sesay,Sierra Leone,709494452,Stub,7977000
26820,Ibrahim Bundu,Sierra Leone,709600569,Start,7977000
26821,William John Campbell,Sierra Leone,710505214,Stub,7977000
26822,Ernest Beoku-Betts,Sierra Leone,710528003,Stub,7977000
26823,Winstanley Bankole Johnson,Sierra Leone,710690814,Start,7977000
26824,Sama Sahr Mondeh,Sierra Leone,710973406,Stub,7977000
26825,Sheik I. Kamara,Sierra Leone,711358178,Stub,7977000
26826,Prince Harding,Sierra Leone,711388924,Stub,7977000
26827,Alie Badara Mansaray,Sierra Leone,712309659,Stub,7977000
26828,Andrew Kanu,Sierra Leone,713071856,Stub,7977000
26829,Soccoh Kabia,Sierra Leone,713391054,Stub,7977000
26830,Septimus Kaikai,Sierra Leone,713394082,Stub,7977000
26831,Shekuba Saccoh,Sierra Leone,713422660,Stub,7977000
26832,Herbert George-Williams,Sierra Leone,713447662,Stub,7977000
26833,Tamba Kaingbanja,Sierra Leone,713448422,Stub,7977000
26834,Komba Claudius Gbamanja,Sierra Leone,713448483,Stub,7977000
26835,Komba Eric Koedoyoma,Sierra Leone,713448568,Stub,7977000
26836,Tamba Songu M'briwa,Sierra Leone,713471097,Start,7977000
26837,Hindolo Trye,Sierra Leone,713479930,Stub,7977000
26838,Momoh Gulama,Sierra Leone,713482214,Stub,7977000
26839,Tamba Borbor-Sawyer,Sierra Leone,713515506,Stub,7977000
26840,June Holst-Roness,Sierra Leone,713670061,Stub,7977000
26841,Kemoh Fadika,Sierra Leone,714780593,Stub,7977000
26842,David Woobay,Sierra Leone,714803657,Stub,7977000
26843,Moses Musa Sesay,Sierra Leone,714971801,Stub,7977000
26844,Mohamed Kakay,Sierra Leone,715956902,Stub,7977000
26845,Tejan Amadu Mansaray,Sierra Leone,716100367,Stub,7977000
26846,Alhaji A. B. Sheriff,Sierra Leone,716100439,Stub,7977000
26847,Eric B. Jumu,Sierra Leone,716100886,Stub,7977000
26848,Nenneh Lebbie,Sierra Leone,716100916,Stub,7977000
26849,Jusufu Mansaray,Sierra Leone,716100960,Stub,7977000
26850,Frank Kposowa,Sierra Leone,716100974,Stub,7977000
26851,Okere Adams,Sierra Leone,717912447,Stub,7977000
26852,King Tom,Sierra Leone,719304881,Stub,7977000
26853,George Banda-Thomas,Sierra Leone,722294270,Stub,7977000
26854,Harold Logie Tucker,Sierra Leone,722680007,Stub,7977000
26855,Robin Faley,Sierra Leone,722958477,Start,7977000
26856,Abu Bakarr Fofanah,Sierra Leone,724923547,Stub,7977000
26857,John Oponjo Benjamin,Sierra Leone,725204266,Stub,7977000
26858,Fode Dabo,Sierra Leone,728030749,Stub,7977000
26859,Sulaiman Tejan-Jalloh,Sierra Leone,728145969,Stub,7977000
26860,Diana Finda Konomanyi,Sierra Leone,731993610,Start,7977000
26861,Joe Robert Pemagbi,Sierra Leone,736242308,Stub,7977000
26862,Hindowa Momoh,Sierra Leone,736900139,Stub,7977000
26863,Charles B. Caulker,Sierra Leone,737384861,Stub,7977000
26864,Mohamed B. Daramy,Sierra Leone,737525575,Stub,7977000
26865,Eustace Henry Taylor Cummings,Sierra Leone,738543193,Stub,7977000
26866,Moijueh Kaikai,Sierra Leone,739452793,Start,7977000
26867,Ansumana Jaia Kaikai,Sierra Leone,739490707,Stub,7977000
26868,Mohamed Wurie Jalloh,Sierra Leone,740505871,Stub,7977000
26869,Abu Aiah Koroma,Sierra Leone,744093022,Stub,7977000
26870,Andrew Juxon-Smith,Sierra Leone,744115104,Stub,7977000
26871,Henry Josiah Lightfoot Boston,Sierra Leone,745318165,Start,7977000
26872,Augustine Kortu,Sierra Leone,745493016,Stub,7977000
26873,Abu Bakar Kamara,Sierra Leone,746794008,Stub,7977000
26874,Henry M. Joko-Smart,Sierra Leone,747515891,Start,7977000
26875,Desmond Luke,Sierra Leone,748238109,Start,7977000
26876,Alhassan Cole,Sierra Leone,748989762,Stub,7977000
26877,Bernadette Lahai,Sierra Leone,749401679,Start,7977000
26878,Nyarroh,Sierra Leone,750728987,C,7977000
26879,Momodu Maligie,Sierra Leone,751695869,Start,7977000
26880,Francis Minah,Sierra Leone,754904359,Stub,7977000
26881,Haja Afsatu Kabba,Sierra Leone,757563083,Start,7977000
26882,Usman Boie Kamara,Sierra Leone,757814167,C,7977000
26883,Elizabeth Simbiwa Sogbo-Tortu,Sierra Leone,760091879,Start,7977000
26884,Alpha Kanu,Sierra Leone,760527930,Start,7977000
26885,Kadi Sesay,Sierra Leone,760843722,Start,7977000
26886,John Leigh (ambassador),Sierra Leone,764158014,Stub,7977000
26887,Samuel Lewis (barrister),Sierra Leone,767166493,Start,7977000
26888,Momodu Kargbo,Sierra Leone,769551410,Stub,7977000
26889,Isatu Fofanah (politician),Sierra Leone,772025160,Stub,7977000
26890,Sam Franklyn Gibson,Sierra Leone,774277229,Stub,7977000
26891,Mohamed A. Jalloh,Sierra Leone,775070752,Stub,7977000
26892,Joseph Mustapha,Sierra Leone,777519777,Stub,7977000
26893,Jusu Sawie,Sierra Leone,777899463,Stub,7977000
26894,Kandeh Baba Conteh,Sierra Leone,778249539,Stub,7977000
26895,Elizabeth Alpha-Lavalie,Sierra Leone,779746020,Start,7977000
26896,Youkie Foday,Sierra Leone,779746837,Stub,7977000
26897,Richard Canreba Caulker,Sierra Leone,780423353,Stub,7977000
26898,Edmund Cowan,Sierra Leone,780653521,Stub,7977000
26899,Mabinty Daramy,Sierra Leone,782808061,Start,7977000
26900,Maigore Kallon,Sierra Leone,783438483,Start,7977000
26901,Momodu Koroma,Sierra Leone,783486983,Stub,7977000
26902,Abdul Karim Koroma,Sierra Leone,783487432,Stub,7977000
26903,Mohamed Lamin Kamara,Sierra Leone,783488194,Stub,7977000
26904,Karefa Kargbo,Sierra Leone,783488273,Stub,7977000
26905,Alusine Fofanah,Sierra Leone,783488489,Stub,7977000
26906,Shirley Gbujama,Sierra Leone,783488579,Start,7977000
26907,Alimamy Pallo Bangura,Sierra Leone,783488640,Start,7977000
26908,Constance Cummings-John,Sierra Leone,783550013,C,7977000
26909,Mary Musa,Sierra Leone,783816690,Start,7977000
26910,J. B. Dauda,Sierra Leone,784041744,Start,7977000
26911,Abdul Kady Karim,Sierra Leone,786317277,Start,7977000
26912,Abdul Serry-Kamal,Sierra Leone,787401928,Stub,7977000
26913,Abel Nathaniel Bankole Stronge,Sierra Leone,787412159,Stub,7977000
26914,Albert Margai,Sierra Leone,788198777,C,7977000
26915,Charles Caulker,Sierra Leone,788219552,Stub,7977000
26916,Alhaji Chief Mucktarru-Kallay,Sierra Leone,788464366,Stub,7977000
26917,Amadu Jalloh,Sierra Leone,788737918,Stub,7977000
26918,Amadu Wurie,Sierra Leone,788737923,Stub,7977000
26919,Andrew Lungay,Sierra Leone,789096565,Stub,7977000
26920,Andrew Turay,Sierra Leone,789111001,Stub,7977000
26921,Mohamed Kamarainba Mansaray,Sierra Leone,789674617,Start,7977000
26922,Sunkari Kabba-Kamara,Sierra Leone,789832044,Stub,7977000
26923,Sunkarie Kabba-Kamara,Sierra Leone,789832057,Stub,7977000
26924,Augustine Bockarie,Sierra Leone,790144566,Stub,7977000
26925,Baba Jigida,Sierra Leone,790369795,Stub,7977000
26926,Banja Tejan-Sie,Sierra Leone,790561983,Start,7977000
26927,Bindi Hindowa Samba,Sierra Leone,791486457,Stub,7977000
26928,Bomba Jawara,Sierra Leone,791902005,Stub,7977000
26929,Yahya Kanu,Sierra Leone,792289837,Start,7977000
26930,Richard Doherty (colonialist),Sierra Leone,792566165,Start,7977000
26931,Bai Kelfa Sankoh,Sierra Leone,793048396,Stub,7977000
26932,Henry Olufumi Macauley,Sierra Leone,793419161,Stub,7977000
26933,John Amadu Bangura,Sierra Leone,795767321,C,7977000
26934,Christopher Okoro Cole,Sierra Leone,795849583,Start,7977000
26935,Ahmed Ramadan Dumbuya,Sierra Leone,796051117,Stub,7977000
26936,Sorie Ibrahim Koroma,Sierra Leone,796393915,Start,7977000
26937,Kemoh Sesay,Sierra Leone,796667443,Start,7977000
26938,Abu Mbawa Kongobah,Sierra Leone,797222969,Stub,7977000
26939,Albert Joe Demby,Sierra Leone,797624341,Stub,7977000
26940,Danda Mohamed Kondeh,Sierra Leone,798818951,Stub,7977000
26941,Salia Jusu-Sheriff,Sierra Leone,800054530,Stub,7977000
26942,Samuel Sam-Sumana,Sierra Leone,800067694,C,7977000
26943,List of colonial governors of Sierra Leone,Sierra Leone,800353101,Start,7977000
26944,Dennis Bright,Sierra Leone,800547979,Stub,7977000
26945,Saa Emerson Lamina,Sierra Leone,800611487,C,7977000
26946,Abubakarr Jalloh,Sierra Leone,800845598,Stub,7977000
26947,Kai Abdul Foday,Sierra Leone,800940186,Stub,7977000
26948,Thomas Peters (revolutionary),Sierra Leone,800963145,C,7977000
26949,Edward Turay,Sierra Leone,801173178,Start,7977000
26950,Zainab Bangura,Sierra Leone,801329937,C,7977000
26951,Abass Bundu,Sierra Leone,801364087,C,7977000
26952,Ella Koblo Gulama,Sierra Leone,801442865,C,7977000
26953,Emmanuel Cummings,Sierra Leone,801569782,Stub,7977000
26954,I. T. A. Wallace-Johnson,Sierra Leone,801838865,FA,7977000
26955,Jengo Stevens,Sierra Leone,803317036,Stub,7977000
26956,Maurice Henry Dorman,Sierra Leone,803409972,Start,7977000
26957,David Lansana,Sierra Leone,803730446,Start,7977000
26958,Minkailu Mansaray,Sierra Leone,803993760,Start,7977000
26959,Ernest Bai Koroma,Sierra Leone,805615191,GA,7977000
26960,Herbert Bankole-Bright,Sierra Leone,806002700,Start,7977000
26961,Alpha Timbo,Sierra Leone,806071894,Start,7977000
26962,Milton Margai,Sierra Leone,806096104,C,7977000
26963,Valentine Strasser,Sierra Leone,806142580,C,7977000
26964,Madam Yoko,Sierra Leone,806163985,Start,7977000
26965,John Karefa-Smart,Sierra Leone,806364858,Start,7977000
26966,Siaka Stevens,Sierra Leone,806510585,C,7977000
26967,Ahmad Tejan Kabbah,Sierra Leone,807178306,C,7977000
26968,Chernor Maju Bah,Sierra Leone,807375109,Start,7977000
26969,Hashid Abdullah al-Ahmar,Yemen,669833212,Stub,29826000
26970,Salim Yahya al-Kharega,Yemen,671023940,Stub,29826000
26971,Muhammad Musa al-Amri,Yemen,685320824,Start,29826000
26972,Yahya Al-Mutawakel,Yemen,699698896,Stub,29826000
26973,Muhammad Said al-Attar,Yemen,703380433,Stub,29826000
26974,Hassan Muhammad Makki,Yemen,703384635,Stub,29826000
26975,Kadhi Abdullah al-Hagri,Yemen,703384656,Stub,29826000
26976,Mohammad Sewar,Yemen,715165771,Stub,29826000
26977,Amat al-Razzak Hammed,Yemen,715443678,Stub,29826000
26978,Saleh Al-Aulaqi,Yemen,719042251,Stub,29826000
26979,Mutaher al-Masri,Yemen,719714040,Stub,29826000
26980,Mohammed al-Sabry,Yemen,719760271,Stub,29826000
26981,Marwan Abdullah Abdulwahab Noman,Yemen,720145180,Stub,29826000
26982,Abdu Ali Abdul Rahman,Yemen,720145365,Stub,29826000
26983,Fayçal Amine Abourrass,Yemen,720145472,Stub,29826000
26984,Abdel-Malik Mansour,Yemen,720145490,Stub,29826000
26985,Yahya Mohamed Abdullah Saleh,Yemen,723629706,Stub,29826000
26986,Saadaldeen Talib,Yemen,724469183,Start,29826000
26987,Salem Yahya Alkharejah,Yemen,724875687,Stub,29826000
26988,Hamoud al-Gayifi,Yemen,726967980,Stub,29826000
26989,Ahmed Mohammed (Yemeni politician),Yemen,734122187,Stub,29826000
26990,Faraj Said Bin Ghanem,Yemen,740426622,Stub,29826000
26991,Murshed Al-Arashani,Yemen,740705786,Stub,29826000
26992,Ahmad Daifallah Al-Azeib,Yemen,743536220,Stub,29826000
26993,Yahya Hussain Al-Aarashi,Yemen,746756096,Stub,29826000
26994,Mohammed Lutf al-Iryani,Yemen,747059253,Stub,29826000
26995,Hasan al-Lawzi,Yemen,748069777,Stub,29826000
26996,Fathi Tawfiq Abdulrahim,Yemen,749499865,Stub,29826000
26997,Shaea Muhssin,Yemen,749709703,Stub,29826000
26998,Haidar Abu Bakr al-Attas,Yemen,753853683,Stub,29826000
26999,Abdulwahab al-Rawhani,Yemen,755199456,Stub,29826000
27000,Jaafar Mohammed Saad,Yemen,755313503,Stub,29826000
27001,Jalal Faqira,Yemen,755314177,Stub,29826000
27002,Nabil Hasan al-Faqih,Yemen,755338514,Stub,29826000
27003,Najeeb Qahtan Al-Sha'abi,Yemen,755959285,Stub,29826000
27004,Faisal Bin Shamlan,Yemen,757187778,C,29826000
27005,Huda al-Baan,Yemen,757563256,Stub,29826000
27006,Wahiba Fara’a,Yemen,757618582,Stub,29826000
27007,Mohammed Basindawa,Yemen,758729679,Start,29826000
27008,Abdul Qadir Bajamal,Yemen,760012032,Stub,29826000
27009,Khaled Sheikh,Yemen,761714859,Stub,29826000
27010,Hassan ibn Yahya,Yemen,763120052,Stub,29826000
27011,Muhammad al-Badr,Yemen,767415793,C,29826000
27012,Mohammed Nasser Ahmed,Yemen,767430258,Start,29826000
27013,Abd Al-Karim Al-Iryani,Yemen,767996594,Start,29826000
27014,Hamoud Muhammed Ou'bad,Yemen,769053916,Stub,29826000
27015,Nayef al-Bakri,Yemen,770594527,Start,29826000
27016,Abdul Latif Dayfallah,Yemen,774581308,Stub,29826000
27017,Ahmad al-Ghashmi,Yemen,776052035,Stub,29826000
27018,Jarallah Omar,Yemen,776184246,Start,29826000
27019,Nasser al-Awlaki,Yemen,778719799,Start,29826000
27020,Riad Yassin,Yemen,780848811,Stub,29826000
27021,Sam Yahya Al-Ahmar,Yemen,781428066,Stub,29826000
27022,Abdul Salam Sabrah,Yemen,781544200,Stub,29826000
27023,Hassan al-Amri,Yemen,781558047,Start,29826000
27024,Mohamed al-Atifi,Yemen,784282974,Stub,29826000
27025,Ahmed Abdul Rahman Al-Samawi,Yemen,786478994,Start,29826000
27026,AbdulWahab Raweh,Yemen,787394651,Start,29826000
27027,Abdulaziz Al-Saqqaf,Yemen,787402529,Start,29826000
27028,Abdulwahed Mohamed Fara,Yemen,787659788,Stub,29826000
27029,Ahmad Awad bin Mubarak,Yemen,787905231,Start,29826000
27030,Abdullah al-Saidi,Yemen,787914184,Stub,29826000
27031,Hussein Khairan,Yemen,788407781,Start,29826000
27032,Ali Ahmad Nasser al-Dhahab,Yemen,788467676,Stub,29826000
27033,Mohamed Saleh Qara'a,Yemen,788474868,Stub,29826000
27034,Ali Taysir,Yemen,788482602,Stub,29826000
27035,Abdel-Wahhab Tawaf,Yemen,788574887,Stub,29826000
27036,Nasr Taha Mustafa,Yemen,788665250,Stub,29826000
27037,Salim Rubai Ali,Yemen,790826617,Start,29826000
27038,Ali Mohsen al-Ahmar,Yemen,790827026,GA,29826000
27039,List of heads of state of Yemen,Yemen,790882855,C,29826000
27040,List of heads of government of Yemen,Yemen,790882969,C,29826000
27041,Mahmoud al-Subaihi,Yemen,791233128,Start,29826000
27042,Aidarus al-Zoubaidi,Yemen,791233164,Start,29826000
27043,Ja'da bint al-Ash'at,Yemen,791988806,Start,29826000
27044,Hisham Sharaf,Yemen,792942957,Start,29826000
27045,Ali Muhammad Mujawar,Yemen,793396708,Stub,29826000
27046,Abd Al-Rahman Ali Al-Jifri,Yemen,793718269,Start,29826000
27047,Abdullah Saleh al-Ashtal,Yemen,793913901,Stub,29826000
27048,Ali Salem al Beidh,Yemen,795036217,C,29826000
27049,Jalal al-Rowaishan,Yemen,796252992,Stub,29826000
27050,Abdullah Kurshumi,Yemen,796305221,Stub,29826000
27051,Abdul Qader Qahtan,Yemen,796394448,Start,29826000
27052,Mohsin Ahmad al-Aini,Yemen,796625602,Start,29826000
27053,Abdulkarim Al-Arhabi,Yemen,797027777,Stub,29826000
27054,Faysal al-Shaabi,Yemen,797496114,Stub,29826000
27055,Abdul-Wali al-Shameri,Yemen,797505289,Stub,29826000
27056,Abdul Karim Abdullah al-Arashi,Yemen,797574730,Stub,29826000
27057,Abdul Aziz Abdul Ghani,Yemen,797574901,Stub,29826000
27058,Prime Minister of Yemen,Yemen,797944332,Stub,29826000
27059,Amat Al Alim Alsoswa,Yemen,798552999,C,29826000
27060,Nadia Al-Sakkaf,Yemen,798556613,C,29826000
27061,Ahmed Obeid bin Daghr,Yemen,799329801,Stub,29826000
27062,Khaled Bahah,Yemen,799329979,Start,29826000
27063,Ahmed Saleh,Yemen,799367970,Start,29826000
27064,Talal Aklan,Yemen,799574452,Stub,29826000
27065,President of Yemen,Yemen,801092618,Start,29826000
27066,Mohammed Qubaty,Yemen,801155630,C,29826000
27067,Mohammed Ali al-Houthi,Yemen,801216403,C,29826000
27068,Yasin Said Numan,Yemen,801309532,Stub,29826000
27069,2015 Aden car bombing,Yemen,801436907,Start,29826000
27070,Bruce Conde,Yemen,801469104,Start,29826000
27071,Saleh Ali al-Sammad,Yemen,801638448,Start,29826000
27072,Yahya Muhammad Hamid ed-Din,Yemen,802438316,C,29826000
27073,Ahmad bin Yahya,Yemen,802588416,GA,29826000
27074,Ibrahim al-Hamdi,Yemen,802671442,C,29826000
27075,Hamid al-Ahmar,Yemen,803164766,Start,29826000
27076,Abdrabbuh Mansur Hadi,Yemen,804413078,C,29826000
27077,Zayd Mutee' Dammaj,Yemen,804892627,Start,29826000
27078,Ali Abdullah Saleh,Yemen,805648921,B,29826000
27079,Tawakkol Karman,Yemen,805749133,FA,29826000
27080,Vice President of Yemen,Yemen,806291651,Start,29826000
27081,Muhammad Ali Haitham,Yemen,806781239,Stub,29826000
27082,Abdullah al-Sallal,Yemen,806837329,Start,29826000
27083,Erkin Alymbekov,Kyrgyzstan,669833349,Stub,6594000
27084,Amangeldy Muraliyev,Kyrgyzstan,704772645,Stub,6594000
27085,Tynychbek Akmatbayev,Kyrgyzstan,706066998,Stub,6594000
27086,Ednan Karabayev,Kyrgyzstan,715447516,Stub,6594000
27087,Kadyrbek Sarbayev,Kyrgyzstan,716704409,Stub,6594000
27088,Medet Sadyrkulov,Kyrgyzstan,717625447,Stub,6594000
27089,Moldomusa Kongantiyev,Kyrgyzstan,718029381,Stub,6594000
27090,Janish Bakiyev,Kyrgyzstan,718407258,Start,6594000
27091,Kubatbek Baibolov,Kyrgyzstan,718498487,Stub,6594000
27092,Akhmatbek Keldibekov,Kyrgyzstan,719242261,Stub,6594000
27093,Askar Aitmatov,Kyrgyzstan,736354462,Stub,6594000
27094,Alikbek Jekshenkulov,Kyrgyzstan,738380402,C,6594000
27095,Kadyrzhan Batyrov,Kyrgyzstan,750355726,Stub,6594000
27096,Natalya Nikitenko,Kyrgyzstan,751638761,Stub,6594000
27097,Kalima Amankulova,Kyrgyzstan,755873698,Stub,6594000
27098,Nurlan Motuev,Kyrgyzstan,758251396,Stub,6594000
27099,Toktayym Ümötalieva,Kyrgyzstan,760534018,Stub,6594000
27100,Jyldyz Joldosheva,Kyrgyzstan,760534019,Stub,6594000
27101,Rysbek Akmatbayev,Kyrgyzstan,767714346,Stub,6594000
27102,Muratbek Imanaliyev,Kyrgyzstan,771058046,Stub,6594000
27103,Aida Salyanova,Kyrgyzstan,772735735,Stub,6594000
27104,Kurmanjan Datka,Kyrgyzstan,777667110,Start,6594000
27105,Dastan Sarygulov,Kyrgyzstan,784025783,Start,6594000
27106,Jengishbek Nazaraliev,Kyrgyzstan,786920249,Start,6594000
27107,German Kuznetsov,Kyrgyzstan,787313813,Stub,6594000
27108,Tursunbai Bakir Uulu,Kyrgyzstan,789718720,Start,6594000
27109,Bayaman Erkinbayev,Kyrgyzstan,790830580,Start,6594000
27110,Maryam Tugambayeva,Kyrgyzstan,794302696,Stub,6594000
27111,Bermet Akayeva,Kyrgyzstan,794559064,Start,6594000
27112,Tolekan Ismailova,Kyrgyzstan,796342287,Stub,6594000
27113,Uran Botobekov,Kyrgyzstan,797131001,C,6594000
27114,Roza Otunbayeva,Kyrgyzstan,798961412,C,6594000
27115,Melis Myrzakmatov,Kyrgyzstan,799733169,C,6594000
27116,Sadyk Sher-Niyaz,Kyrgyzstan,800047046,Start,6594000
27117,Akbaraly Aitikeev,Kyrgyzstan,800905847,Stub,6594000
27118,Asilbek Jeenbekov,Kyrgyzstan,801066469,Stub,6594000
27119,Turdakun Usubalijev,Kyrgyzstan,801481374,Stub,6594000
27120,Zamira Sydykova,Kyrgyzstan,801972571,Start,6594000
27121,Kanat Sadykov,Kyrgyzstan,802365662,Stub,6594000
27122,Jyldyz Mambetaliyeva,Kyrgyzstan,802730269,Stub,6594000
27123,Dair Asanov,Kyrgyzstan,803970396,Start,6594000
27124,Raatbek Sanatbayev,Kyrgyzstan,804010350,Start,6594000
27125,Cholpon Orozobekova,Kyrgyzstan,804535293,B,6594000
27126,Asanbek Alymkozhoev,Kyrgyzstan,804838615,Stub,6594000
27127,Abibilla Kudayberdiev,Kyrgyzstan,804929506,Start,6594000
27128,Myrzakan Subanov,Kyrgyzstan,804929555,Start,6594000
27129,Ismail Isakov,Kyrgyzstan,804929598,Stub,6594000
27130,Ishenbai Kadyrbekov,Kyrgyzstan,805464072,Stub,6594000
27131,Djoomart Otorbaev,Kyrgyzstan,805586641,Stub,6594000
27132,Kamchybek Tashiev,Kyrgyzstan,805592384,Stub,6594000
27133,Temir Sariyev,Kyrgyzstan,805876204,Start,6594000
27134,Bakyt Torobayev,Kyrgyzstan,805884719,GA,6594000
27135,Arstanbek Abdyldayev,Kyrgyzstan,805959080,Stub,6594000
27136,Cholpon Sultanbekova,Kyrgyzstan,806221820,C,6594000
27137,Raisa Atambayeva,Kyrgyzstan,806416207,Stub,6594000
27138,Almazbek Atambayev,Kyrgyzstan,806416264,C,6594000
27139,Maxim Bakiyev,Kyrgyzstan,806422813,C,6594000
27140,Kurmanbek Bakiyev,Kyrgyzstan,806433405,GA,6594000
27141,Bayman Erkinbaev,Kyrgyzstan,806493652,Stub,6594000
27142,Sooronbay Jeenbekov,Kyrgyzstan,806538825,Start,6594000
27143,Salaydin Aydarov,Kyrgyzstan,806641446,Start,6594000
27144,Aliyarbek Abjaliyev,Kyrgyzstan,806643323,Start,6594000
27145,Janarbek Akayev,Kyrgyzstan,806646591,Stub,6594000
27146,Mukhtarbek Aynakulov,Kyrgyzstan,806820349,Start,6594000
27147,President of Kyrgyzstan,Kyrgyzstan,806863472,C,6594000
27148,Nurbek Alimbekov,Kyrgyzstan,807176220,Start,6594000
27149,Myktybek Abdyldayev,Kyrgyzstan,807179831,GA,6594000
27150,Askar Akayev,Kyrgyzstan,807451757,C,6594000
27151,First Ladies and Gentlemen of Kyrgyzstan,Kyrgyzstan,807454951,Stub,6594000
27152,Angelo Staniscia,Italy,669835390,Stub,60296000
27153,Giuseppe Fenaroli Avogadro,Italy,684464777,Stub,60296000
27154,Giovanni Bovara,Italy,684821806,Start,60296000
27155,Mario Occhiuto,Italy,689944992,Stub,60296000
27156,Michele Columbu,Italy,693748230,Stub,60296000
27157,Uguccione della Faggiuola,Italy,705272416,Stub,60296000
27158,Antonio Berti (senator),Italy,705322126,Stub,60296000
27159,Ernesto Rossi (politician),Italy,706015433,Stub,60296000
27160,Cesare Correnti,Italy,706211513,Start,60296000
27161,Markward von Annweiler,Italy,706828186,Start,60296000
27162,Luca Casarini,Italy,707349953,Stub,60296000
27163,William of Capparone,Italy,707662122,Start,60296000
27164,Isnardo Guarco,Italy,709212716,Stub,60296000
27165,David Levi (Italy),Italy,710506080,Start,60296000
27166,Rosario Olivo,Italy,710741222,Stub,60296000
27167,Ubaldo Buttafava,Italy,712075709,Stub,60296000
27168,Carlo Verri,Italy,712152693,Stub,60296000
27169,Agostino Chiodo,Italy,712368516,Stub,60296000
27170,Carlo Cicuttini,Italy,712661063,Start,60296000
27171,Pietro Scoppola,Italy,712859381,Stub,60296000
27172,Vincenzo Caianiello,Italy,712909480,Stub,60296000
27173,Maurizio Lotti,Italy,712913460,Stub,60296000
27174,Vincenzo Massilla,Italy,712953402,Start,60296000
27175,Gino Bucchino,Italy,712960046,Stub,60296000
27176,Giovanni Scuderi,Italy,713103942,Start,60296000
27177,Giacomo Medici (general),Italy,713119849,Stub,60296000
27178,Michele Angelo Cianciulli,Italy,713256950,Stub,60296000
27179,Camille Blanc,Italy,713345840,Start,60296000
27180,Giovanni Rinaldo Coronas,Italy,713358204,Stub,60296000
27181,Francesco Forgione (politician),Italy,713473671,Stub,60296000
27182,Meuccio Ruini,Italy,713841191,Stub,60296000
27183,Umberto Zanotti Bianco,Italy,713841237,Stub,60296000
27184,Guglielmo Picchi,Italy,714317479,Stub,60296000
27185,Alberto Giorgetti,Italy,714429847,Stub,60296000
27186,Francesco Coppola,Italy,714996923,Start,60296000
27187,Nerio Giovanazzi,Italy,715255368,Stub,60296000
27188,Carlo Fadda,Italy,715465186,Stub,60296000
27189,Oliverotto Euffreducci,Italy,715493069,Start,60296000
27190,Carlo Ginori,Italy,716100141,Stub,60296000
27191,Sergio Chiamparino,Italy,716244553,Stub,60296000
27192,Pandolfo Petrucci,Italy,716381187,Start,60296000
27193,Opicino Spinola,Italy,716696406,Stub,60296000
27194,Battista Spinola,Italy,716696548,Stub,60296000
27195,Mario Maiolo,Italy,717111801,Stub,60296000
27196,Alessandro Dudan,Italy,717184100,Start,60296000
27197,Giovanni Paterniti,Italy,717266654,Stub,60296000
27198,Giacomo Maria Brignole,Italy,717334705,Stub,60296000
27199,Aurelio Saliceti,Italy,717400366,Stub,60296000
27200,Giacinto Collegno,Italy,717441043,Stub,60296000
