,page,country,rev_id,quality,Population
5755,Henry Dama Phoya,Malawi,790006365,Stub,19130000
5756,Nasrin Pillane,Malawi,790006366,Stub,19130000
5757,Wictor Sajeni,Malawi,790006369,Stub,19130000
5758,Aaron Sangala,Malawi,790006373,Start,19130000
5759,Twaibu Sangala,Malawi,790006389,Stub,19130000
5760,Abbie Shaba,Malawi,790006391,Stub,19130000
5761,McJones Shaba,Malawi,790006393,Stub,19130000
5762,Mary Shawa,Malawi,790006399,Stub,19130000
5763,Leckford Mwanza Thotho,Malawi,790006411,Start,19130000
5764,Angela Zachepa,Malawi,790006414,Stub,19130000
5765,Otria Moyo Jere,Malawi,790032719,Stub,19130000
5766,Attati Mpakati,Malawi,790085231,Stub,19130000
5767,Atupele Muluzi,Malawi,790095609,C,19130000
5768,Anna Kachikho,Malawi,790422630,Start,19130000
5769,Peter Mutharika,Malawi,790764726,C,19130000
5770,Bazuka Mhango,Malawi,790842526,Start,19130000
5771,Jean Kalilani,Malawi,791845528,Stub,19130000
5772,Catherine Chipembere,Malawi,793349539,Start,19130000
5773,Catherine Gotani Hara,Malawi,793350730,Stub,19130000
5774,Chakufwa Chihana,Malawi,793553685,C,19130000
5775,Chimunthu Banda,Malawi,793980522,Start,19130000
5776,Kanyama Chiume,Malawi,794680935,B,19130000
5777,Saulos Chilima,Malawi,794832964,Start,19130000
5778,Brown Mpinganjira,Malawi,795420891,Stub,19130000
5779,Sosten Gwengwe,Malawi,795721913,Stub,19130000
5780,Aaron Gadama,Malawi,795957500,Stub,19130000
5781,Geoffrey Du Mhango,Malawi,796092029,Start,19130000
5782,Callista Chimombo,Malawi,796604839,C,19130000
5783,Lovenes Gondwe,Malawi,796683966,Stub,19130000
5784,Cecilia Kadzamira,Malawi,797161472,C,19130000
5785,Augustine Bwanausi,Malawi,797449401,Start,19130000
5786,Etta Banda,Malawi,798571014,Start,19130000
5787,Levi Zililo Mumba,Malawi,798628050,GA,19130000
5788,Daniel Liwimbi,Malawi,798860883,Stub,19130000
5789,David Chiwanga,Malawi,799111271,Stub,19130000
5790,Goodall Gondwe,Malawi,799700975,C,19130000
5791,Dindi Gowa Nyasulu,Malawi,799970833,Start,19130000
5792,Rose Chibambo,Malawi,800003586,GA,19130000
5793,Bingu wa Mutharika,Malawi,801247753,C,19130000
5794,Joyce Banda,Malawi,801357438,GA,19130000
5795,Simon Vuwa Kaunda,Malawi,801510800,Stub,19130000
5796,Emmie Chanika,Malawi,801580609,Start,19130000
5797,Ephraim Chiume,Malawi,801801804,Stub,19130000
5798,Vera Chirwa,Malawi,802050644,C,19130000
5799,Eunice Kazembe,Malawi,802193467,Start,19130000
5800,First Ladies and Gentlemen of Malawi,Malawi,803254529,Stub,19130000
5801,Flossie Gomile-Chidyaonga,Malawi,803483367,Start,19130000
5802,Agnes Penemulungu,Malawi,803919095,Stub,19130000
5803,Billy Kaunda,Malawi,804045962,Stub,19130000
5804,James John Skinner,Malawi,804328468,C,19130000
5805,Ken Lipenga,Malawi,804478236,Start,19130000
5806,List of heads of state of Malawi,Malawi,804732116,C,19130000
5807,Dick Matenje,Malawi,804932143,Start,19130000
5808,George Chaponda,Malawi,805153259,C,19130000
5809,Gertrude Maseko,Malawi,805413763,Stub,19130000
5810,President of Malawi,Malawi,806007616,Start,19130000
5811,Henry Masauko Blasius Chipembere,Malawi,806461725,B,19130000
5812,Grace Chiumia,Malawi,806898266,Start,19130000
5813,Gwanda Chakuamba,Malawi,807215241,C,19130000
5814,Nicholas Dausi,Malawi,807257937,Stub,19130000
5815,Hastings Banda,Malawi,807393229,B,19130000
5816,Manuel Antonio Blas Sáenz,Nicaragua,543225630,Stub,6596000
5817,Miguel R. Morales,Nicaragua,660579437,Stub,6596000
5818,Óscar Moncada,Nicaragua,699692070,Stub,6596000
5819,Manuel Pérez (President of Nicaragua),Nicaragua,702098995,Stub,6596000
5820,Evaristo Rocha,Nicaragua,705346794,Stub,6596000
5821,Joaquín del Cosío,Nicaragua,705346842,Stub,6596000
5822,Tomás Valladares,Nicaragua,705346888,Stub,6596000
5823,Juan de Dios Orozco,Nicaragua,705346938,Stub,6596000
5824,Silvestre Selva,Nicaragua,705346996,Stub,6596000
5825,Toribio Terán,Nicaragua,705347032,Stub,6596000
5826,Benito Rosales,Nicaragua,705347050,Stub,6596000
5827,Norberto Ramírez,Nicaragua,705347079,Stub,6596000
5828,Justo Abaunza,Nicaragua,705347109,Stub,6596000
5829,Laureano Pineda,Nicaragua,705347141,Stub,6596000
5830,José de Jesús Alfaro,Nicaragua,705347152,Stub,6596000
5831,Fruto Chamorro,Nicaragua,705347173,Start,6596000
5832,Tomás Martínez,Nicaragua,705347224,Stub,6596000
5833,Fernando Guzmán Solórzano,Nicaragua,705347243,Stub,6596000
5834,Pedro Joaquín Chamorro Alfaro,Nicaragua,705349064,Start,6596000
5835,Joaquín Zavala,Nicaragua,705349092,Stub,6596000
5836,Evaristo Carazo,Nicaragua,705349139,Stub,6596000
5837,Nicolás Osorno,Nicaragua,705349167,Stub,6596000
5838,Salvador Machado,Nicaragua,705349213,Stub,6596000
5839,Edmundo Jarquín,Nicaragua,707762072,Stub,6596000
5840,Rosendo Chamorro,Nicaragua,708586153,Stub,6596000
5841,Benjamín Lacayo Sacasa,Nicaragua,708586273,Stub,6596000
5842,Nazario Escoto,Nicaragua,713504371,Stub,6596000
5843,José Madriz,Nicaragua,717103901,Stub,6596000
5844,Germán Sequeira,Nicaragua,726815310,Stub,6596000
5845,José Vicente Cuadra,Nicaragua,730269140,Start,6596000
5846,José María Estrada,Nicaragua,730269174,Stub,6596000
5847,Jaime Morales Carazo,Nicaragua,730269214,Start,6596000
5848,José Núñez (President of Nicaragua),Nicaragua,731567417,Stub,6596000
5849,José María Guerrero de Arcos y Molina,Nicaragua,732471413,Stub,6596000
5850,Fabio Gadea Mantilla,Nicaragua,739461934,Stub,6596000
5851,Ignacio Chávez (President of Nicaragua),Nicaragua,744054397,Stub,6596000
5852,Jaime Wheelock,Nicaragua,748220849,Stub,6596000
5853,José Dolores Estrada (President of Nicaragua),Nicaragua,749185335,Stub,6596000
5854,Alfredo Gómez Urcuyo,Nicaragua,749376448,Stub,6596000
5855,Daisy Torres,Nicaragua,749594491,Stub,6596000
5856,Miguel Ramón Morales,Nicaragua,752194558,Stub,6596000
5857,Role of women in Nicaraguan Revolution,Nicaragua,752485158,Start,6596000
5858,Sebastián Uriza,Nicaragua,755850403,Stub,6596000
5859,Emiliano Madriz,Nicaragua,755864624,Stub,6596000
5860,Juanita Molina de Fromen,Nicaragua,757103634,Start,6596000
5861,Dora María Téllez,Nicaragua,757103706,Start,6596000
5862,Mercedes Tenorio,Nicaragua,757103798,Stub,6596000
5863,Humberto Ortega,Nicaragua,765780243,Start,6596000
5864,Patricio Rivas,Nicaragua,766167649,Stub,6596000
5865,Herty Lewites,Nicaragua,766788151,Start,6596000
5866,Leonardo Argüello Barreto,Nicaragua,767608167,Start,6596000
5867,Hilario Ulloa (Nicaragua politician),Nicaragua,776455092,Stub,6596000
5868,Gregorio Juárez,Nicaragua,777422585,Stub,6596000
5869,José Rizo Castellón,Nicaragua,777618960,Stub,6596000
5870,Julia Mena,Nicaragua,777767748,Stub,6596000
5871,Carlos Alberto Brenes,Nicaragua,779043252,Stub,6596000
5872,Martha Elena Ruiz Sevilla,Nicaragua,779527368,Stub,6596000
5873,Samuel Santos López,Nicaragua,779617071,Start,6596000
5874,Manuel Fernando Zurita,Nicaragua,782757423,Stub,6596000
5875,Tomás Borge,Nicaragua,782973060,C,6596000
5876,Roberto Sacasa,Nicaragua,784158502,Start,6596000
5877,Miguel Larreynaga,Nicaragua,785012815,Stub,6596000
5878,Rosalío Cortés,Nicaragua,786805489,Stub,6596000
5879,Máximo Jerez,Nicaragua,787210327,Start,6596000
5880,Jorge Salazar,Nicaragua,787927455,Start,6596000
5881,Francisco Navarro,Nicaragua,791514498,Stub,6596000
5882,Pablo Buitrago y Benavent,Nicaragua,794382528,Stub,6596000
5883,Chamorro (family),Nicaragua,795004281,Start,6596000
5884,José Francisco Cardenal,Nicaragua,795546112,Start,6596000
5885,Rosario Murillo,Nicaragua,795702614,C,6596000
5886,Adán Cárdenas,Nicaragua,796572283,Stub,6596000
5887,Alexis Argüello,Nicaragua,796943261,C,6596000
5888,Orlando Montenegro Medrano,Nicaragua,798094351,Stub,6596000
5889,Alfonso Lovo Cordero,Nicaragua,798505968,Stub,6596000
5890,Enrique Bermúdez,Nicaragua,798621483,C,6596000
5891,Oscar Danilo Blandón,Nicaragua,799410971,Start,6596000
5892,Dionisio de Herrera,Nicaragua,799995608,Start,6596000
5893,Benjamín Zeledón,Nicaragua,800182885,Stub,6596000
5894,Vice President of Nicaragua,Nicaragua,800322544,Start,6596000
5895,Bartolomé Martínez,Nicaragua,800323645,Stub,6596000
5896,Carlos José Solórzano,Nicaragua,800323955,Start,6596000
5897,Adolfo Díaz,Nicaragua,800324212,Start,6596000
5898,Juan Bautista Sacasa,Nicaragua,800324621,Start,6596000
5899,Nora Astorga,Nicaragua,801080883,C,6596000
5900,Violeta Chamorro,Nicaragua,801124951,FA,6596000
5901,Juan José Estrada,Nicaragua,801473282,Start,6596000
5902,Emiliano Chamorro Vargas,Nicaragua,801544472,Start,6596000
5903,Daniel Ortega,Nicaragua,801611274,B,6596000
5904,Eduardo Montealegre,Nicaragua,801616919,C,6596000
5905,Diego Manuel Chamorro,Nicaragua,801718386,Start,6596000
5906,Ernesto Leal,Nicaragua,801972836,Start,6596000
5907,Francisco Urcuyo,Nicaragua,802463869,Stub,6596000
5908,Fernando Agüero,Nicaragua,803027769,Stub,6596000
5909,Anastasio Somoza Debayle,Nicaragua,803976134,C,6596000
5910,Luis Somoza Debayle,Nicaragua,803976340,Start,6596000
5911,Víctor Manuel Román y Reyes,Nicaragua,803977902,Stub,6596000
5912,René Schick,Nicaragua,803978207,Stub,6596000
5913,Lorenzo Guerrero,Nicaragua,803978387,Stub,6596000
5914,Luis Mena,Nicaragua,804087002,Stub,6596000
5915,President of Nicaragua,Nicaragua,804087492,Stub,6596000
5916,Ernesto Cardenal,Nicaragua,804256744,C,6596000
5917,Moises Omar Halleslevens Acevedo,Nicaragua,804451514,Start,6596000
5918,Sergio Ramírez,Nicaragua,805088748,C,6596000
5919,Arnoldo Alemán,Nicaragua,805089096,C,6596000
5920,Virgilio Godoy,Nicaragua,805089641,Stub,6596000
5921,William Walker (filibuster),Nicaragua,806300150,C,6596000
5922,Enrique Bolaños,Nicaragua,806318329,C,6596000
5923,José Santos Zelaya,Nicaragua,806319898,C,6596000
5924,Francisco Castellón,Nicaragua,806509038,Start,6596000
5925,Gioconda Belli,Nicaragua,806883136,C,6596000
5926,José María Moncada,Nicaragua,807223765,C,6596000
5927,Béla Vörösmarty,Hungary,545936100,Stub,9767000
5928,Mihály Mikes (soldier),Hungary,559788982,Stub,9767000
5929,"Domonkos II, Archbishop of Esztergom",Hungary,680629551,Stub,9767000
5930,"Péter Szilágyi (politician, 1981)",Hungary,690152474,Start,9767000
5931,Ferenc Münnich,Hungary,704859854,Start,9767000
5932,Antal Dovcsák,Hungary,704860350,Stub,9767000
5933,Moritz Wahrmann,Hungary,705601685,Start,9767000
5934,Géza Malasits,Hungary,705993227,Stub,9767000
5935,Konrád Burchard-Bélaváry,Hungary,710571525,Stub,9767000
5936,Zsigmond Bródy,Hungary,711280172,Start,9767000
5937,Sava Bjelanović,Hungary,712500755,Start,9767000
5938,János Kis,Hungary,712542498,Start,9767000
5939,Árpád Székely,Hungary,714648738,Stub,9767000
5940,Miklós Gimes,Hungary,716767066,Stub,9767000
5941,József Haubrich,Hungary,717364052,Stub,9767000
5942,Carlo Favetti,Hungary,717378949,Start,9767000
5943,Ferenc Kárpáti,Hungary,717476400,Stub,9767000
5944,Péter Ágoston,Hungary,717523927,Stub,9767000
5945,Frigyes Puja,Hungary,717545161,Stub,9767000
5946,János Teleszky,Hungary,717571374,Stub,9767000
5947,János Boldóczki,Hungary,717603971,Stub,9767000
5948,Sándor Wekerle Jr.,Hungary,717674711,Stub,9767000
5949,László Teleki,Hungary,717690652,Start,9767000
5950,István Antos,Hungary,717701448,Stub,9767000
5951,Mátyás Tímár,Hungary,717706240,Stub,9767000
5952,István Hetényi,Hungary,717720744,Stub,9767000
5953,Miklós Villányi,Hungary,717720892,Stub,9767000
5954,Péter Oszkó,Hungary,717884451,Stub,9767000
5955,"Gabriel Anton, Baron Splény de Miháldy",Hungary,718170043,Stub,9767000
5956,Tibor Czibere,Hungary,718366348,Stub,9767000
5957,Jenő Balogh,Hungary,718724463,Stub,9767000
5958,Gábor Vladár,Hungary,718765866,Stub,9767000
5959,Győző Istóczy,Hungary,718805249,Start,9767000
5960,"Sándor Hollán, Sr.",Hungary,718978233,Stub,9767000
5961,"Sándor Hollán, Jr.",Hungary,718978327,Stub,9767000
5962,Pál Széchenyi,Hungary,718981502,Stub,9767000
5963,Andor Festetics,Hungary,718982007,Stub,9767000
5964,Béla Serényi,Hungary,719025612,Stub,9767000
5965,Sándor Csizmadia,Hungary,719081650,Stub,9767000
5966,László Hunyady de Kéthely,Hungary,719081823,Stub,9767000
5967,Jenő Hamburger,Hungary,719087458,Stub,9767000
5968,Károly Vántus,Hungary,719087563,Stub,9767000
5969,József Takács (politician),Hungary,719089672,Stub,9767000
5970,János Péter,Hungary,719710733,Stub,9767000
5971,Károly Bárányos,Hungary,719966922,Stub,9767000
5972,István Csala,Hungary,719980277,Stub,9767000
5973,János Matolcsi,Hungary,719988277,Stub,9767000
5974,Csaba Hütter,Hungary,720060591,Stub,9767000
5975,János Szabó (Minister of Agriculture),Hungary,720079925,Stub,9767000
5976,Éva Tétényi,Hungary,720137141,C,9767000
5977,Pál Tar,Hungary,720657443,Stub,9767000
5978,Aladár Andrássy,Hungary,721043974,Stub,9767000
5979,Dénes Pázmándy (1848–1936),Hungary,721263084,Stub,9767000
5980,Gábor Andreánszky (politician),Hungary,721309680,Start,9767000
5981,Miksa Hadik,Hungary,721393128,Stub,9767000
5982,Ferenc Bartha,Hungary,721647297,Start,9767000
5983,Dezső Dersfi,Hungary,721820002,Stub,9767000
5984,János Jeszenák,Hungary,721905175,Start,9767000
5985,József Ágoston,Hungary,722002878,Stub,9767000
5986,György Bartal,Hungary,722150877,Stub,9767000
5987,József Zichy,Hungary,722150901,Stub,9767000
5988,Dénes Pázmándy (1781–1854),Hungary,722152115,Stub,9767000
5989,Károly Szentiványi,Hungary,722152458,Stub,9767000
5990,Dezső Perczel,Hungary,722152766,Stub,9767000
5991,Balthasar Báthory,Hungary,722257039,Start,9767000
5992,Bódog Czorda,Hungary,722964404,Stub,9767000
5993,Sándor Apponyi,Hungary,723175643,Start,9767000
5994,Vilmos Vályi-Nagy,Hungary,724342646,C,9767000
5995,Franz Haller,Hungary,724606038,Stub,9767000
5996,Sámuel Teleki (Chancellor),Hungary,725682539,Start,9767000
5997,Stephen VII Báthory,Hungary,726306858,Stub,9767000
5998,Michele Maylender,Hungary,726577258,Start,9767000
5999,Luigi Ossoinack,Hungary,726590202,Stub,9767000
6000,Andrea Ossoinack,Hungary,726624473,Start,9767000
6001,Benedict I of Esztergom,Hungary,729003007,Stub,9767000
6002,Ottó Korvin,Hungary,730191170,Stub,9767000
6003,Gaspare Matcovich,Hungary,730337858,Stub,9767000
6004,Lajos Batthyány (governor),Hungary,730338603,Start,9767000
6005,Valéria Benke,Hungary,730887642,Stub,9767000
6006,Zsolt Páva,Hungary,730941193,Stub,9767000
6007,Pál Szinyei Merse,Hungary,733863170,Start,9767000
6008,Dénes Pázmándy (1816–1856),Hungary,734012663,Start,9767000
6009,Imre Horváth,Hungary,734323562,Stub,9767000
6010,Lajos Fodor,Hungary,734768903,Start,9767000
6011,Elemér Gergátz,Hungary,734771077,Stub,9767000
6012,Gyula Kautz,Hungary,735593321,Start,9767000
6013,Nicholas Kove,Hungary,736692417,Start,9767000
6014,George Lichtenstein (musician),Hungary,737947408,Start,9767000
6015,Samson Wertheimer,Hungary,742097468,C,9767000
6016,Macchiedo,Hungary,743955929,Stub,9767000
6017,Salo Weisselberger,Hungary,744117326,Start,9767000
6018,Anna Kéthly,Hungary,744237385,Start,9767000
6019,Jenő Rácz (Minister of Finance),Hungary,744805640,Stub,9767000
6020,Gustav Groß,Hungary,744907441,Start,9767000
6021,Miklós Vásárhelyi,Hungary,745979858,Stub,9767000
6022,Béla Grünwald,Hungary,747282300,C,9767000
6023,István Bata,Hungary,748061357,Stub,9767000
6024,Leó Frankel,Hungary,749421552,Start,9767000
6025,Béla Jurcsek,Hungary,749985568,Start,9767000
6026,John Drágfi,Hungary,751717588,Stub,9767000
6027,Emil Baumgärtel,Hungary,755938910,Stub,9767000
6028,Rebeka Szabó,Hungary,757334947,Start,9767000
6029,Béla Vágó,Hungary,759066175,Stub,9767000
6030,Béla Perczel,Hungary,760947178,Stub,9767000
6031,András Vonza,Hungary,761378900,Stub,9767000
6032,Levin Rauch,Hungary,765123102,Start,9767000
6033,Csaba Horváth (politician),Hungary,765253422,Stub,9767000
6034,Ottó Dóra,Hungary,765253889,Stub,9767000
6035,Miksa Falk,Hungary,765485932,Start,9767000
6036,Ernő Mesterházy,Hungary,766895308,Stub,9767000
6037,Antun Fabris,Hungary,768889609,Start,9767000
6038,Miklós Kozma,Hungary,771117033,Start,9767000
6039,Miklós Horthy Jr.,Hungary,772916378,Start,9767000
6040,Ivan Naumovich,Hungary,773182516,C,9767000
6041,Count Gustav Kálnoky,Hungary,774711350,Start,9767000
6042,Tibor Farkas,Hungary,774739248,Start,9767000
6043,Ákos Kriza,Hungary,776033712,Stub,9767000
6044,Kocsárd Janky,Hungary,776039226,Start,9767000
6045,Elek Benedek,Hungary,778479097,Start,9767000
6046,Teofil Fabiny,Hungary,779049849,Stub,9767000
6047,Count Richard Belcredi,Hungary,779844018,C,9767000
6048,Lajos Szikszai,Hungary,779942476,Stub,9767000
6049,Zoltán Böszörmény,Hungary,780361209,Start,9767000
6050,Lajos Pálmai,Hungary,780510938,Stub,9767000
6051,Andor Schmuck,Hungary,781050327,Stub,9767000
6052,Lajos Czinege,Hungary,781300506,Stub,9767000
6053,Károly Csáky,Hungary,781625628,Stub,9767000
6054,Frigyes Korányi (politician),Hungary,781825908,Stub,9767000
6055,List of governors and heads of state of Fiume,Hungary,781985704,Start,9767000
6056,Vilmos Vázsonyi,Hungary,782181891,Start,9767000
6057,Lajos Aulich,Hungary,782571409,Stub,9767000
6058,Samu Hazai,Hungary,782637660,Start,9767000
6059,Gusztáv Hennyey,Hungary,782639860,Stub,9767000
6060,György Thurzó,Hungary,782665665,Start,9767000
6061,Stephen III Báthory,Hungary,782671245,Start,9767000
6062,Stephen V Báthory,Hungary,782671260,GA,9767000
6063,Béla Linder,Hungary,782735920,C,9767000
6064,Márton Berzeviczy,Hungary,782784012,Stub,9767000
6065,Farkas Bethlen (1639–1679),Hungary,782787662,Start,9767000
6066,János Bethlen,Hungary,782787681,Start,9767000
6067,Ottó Herman,Hungary,783237201,C,9767000
6068,András Fáy,Hungary,783376965,Start,9767000
6069,Mihály Csáky,Hungary,783630095,C,9767000
6070,János Ghyczy,Hungary,785037933,Start,9767000
6071,György Droppa,Hungary,785328221,C,9767000
6072,István Horthy,Hungary,785767560,Start,9767000
6073,János Imreffy,Hungary,785980963,Start,9767000
6074,János Jacobinus,Hungary,786141789,Start,9767000
6075,Tivadar Batthyány,Hungary,786263144,Start,9767000
6076,Albert Schäffle,Hungary,786284046,C,9767000
6077,Mihály Káthay,Hungary,786457354,Start,9767000
6078,István Kendi,Hungary,786569212,Start,9767000
6079,Sándor Kendi,Hungary,786569264,Start,9767000
6080,István Győrkös,Hungary,786709849,C,9767000
6081,György Ekrem-Kemál,Hungary,786710114,Start,9767000
6082,Károly Soós (Minister of Defence),Hungary,786782182,Stub,9767000
6083,János Esterházy,Hungary,786809309,FA,9767000
6084,Farkas Kovacsóczy,Hungary,786963271,Start,9767000
6085,István Kovacsóczy,Hungary,786963295,Start,9767000
6086,Mihály Mikes,Hungary,787301744,Start,9767000
6087,György Bánlaki,Hungary,787315437,Stub,9767000
6088,János Petrán,Hungary,787336335,Stub,9767000
6089,Károly Kovács,Hungary,787338594,Stub,9767000
6090,Péter Fülöp (diplomat),Hungary,787361917,Stub,9767000
6091,Sándor Józan,Hungary,787375351,Stub,9767000
6092,Tibor Zádor,Hungary,787378864,Stub,9767000
6093,Vencel Házi,Hungary,787386882,Stub,9767000
